mq_ra,mq_dec,mq_name,mq_z,mq_cite
15.625149800000003,-0.535227,SDSS J010230.03-003206.8,0.34299999999999997,DR14Q
15.6251522,-0.5032871,SDSS J010230.03-003011.8,2.9789999999999996,DR14Q
15.629180599999998,0.0053826,SDSS J010231.00+000019.3,1.08,DR14Q
15.630347899999999,0.8272430000000001,SDSS J010231.28+004938.0,1.6840000000000002,DR14Q
15.6312897,-0.7447562,SDSS J010231.50-004441.1,1.98,DR14Q
15.640045,-0.4842209,SDSS J010233.61-002903.1,0.365,DR14
15.6477886,-0.44015649999999995,SDSS J010235.46-002624.5,0.43,DR14Q
15.650407500000002,1.1878856000000002,SDSS J010236.09+011116.3,2.14,DR14Q
15.650613,-0.14352939999999997,SDSS J010236.14-000836.7,0.369,DR14
15.650801500000002,-1.0300924,SDSS J010236.19-010148.3,1.761,DR14Q
15.659756,0.507033,2SLAQ J010238.34+003025.3,2.088,2SLAQ
15.6615543,0.5582873,SDSS J010238.77+003329.8,1.831,DR14Q
15.670162900000001,0.3620992,SDSS J010240.83+002143.5,1.3259999999999998,DR14Q
15.671001,-0.7024668000000001,DMS 0100.1-0058,2.457,1884
15.672375099999998,-0.1255011,SDSS J010241.37-000731.8,2.946,DR14Q
15.672641,-0.3780205,SDSS J010241.43-002240.8,0.366,DR14
15.673166,-0.708546,2SLAQ J010241.55-004230.7,0.175,2SLAQ
15.673829000000001,-0.8537581,2SLAQ J010241.72-005113.4,0.862,2SLAQ
15.673980800000002,0.3052205,SDSS J010241.75+001818.7,1.704,DR14Q
15.6740789,-1.153672,SDSS J010241.77-010913.2,2.19,DR14Q
15.674516,0.029778,2SLAQ J010241.88+000147.2,0.355,2SLAQ
15.6768422,-0.7638782,SDSS J010242.44-004549.9,2.531,DR14Q
15.679367000000001,0.7649640999999999,SDSS J010243.04+004553.8,2.472,DR14Q
15.683899900000002,-1.2356280000000002,SDSS J010244.13-011408.2,1.047,DR14Q
15.685134699999997,-0.18867509999999998,SDSS J010244.43-001119.2,3.91,DR14Q
